timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1616099575017,21545,Login User,200,,Load Testing 1-504,text,true,,261,223,933,933,http://localhost:8082/users/login,21545,0,0
1616099573750,22827,User Controller,200,,Load Testing 1-654,,true,,598,463,932,932,null,0,0,0
1616099573751,1209,Create User (signup),201,,Load Testing 1-654,text,true,,337,240,1000,1000,http://localhost:8082/users/create,1209,0,126
1616099575017,21560,Login User,200,,Load Testing 1-654,text,true,,261,223,932,932,http://localhost:8082/users/login,21560,0,0
1616099573991,22611,User Controller,200,,Load Testing 1-64,,true,,598,463,931,931,null,0,0,0
1616099573993,439,Create User (signup),201,,Load Testing 1-64,text,true,,337,240,918,918,http://localhost:8082/users/create,439,0,1
1616099575017,21585,Login User,200,,Load Testing 1-64,text,true,,261,223,931,931,http://localhost:8082/users/login,21585,0,0
1616099573607,22997,User Controller,200,,Load Testing 1-522,,true,,598,463,930,930,null,0,0,0
1616099573701,1257,Create User (signup),201,,Load Testing 1-522,text,true,,337,240,1000,1000,http://localhost:8082/users/create,1257,0,175
1616099575017,21587,Login User,200,,Load Testing 1-522,text,true,,261,223,930,930,http://localhost:8082/users/login,21587,0,0
1616099573994,22626,User Controller,200,,Load Testing 1-57,,true,,598,463,929,929,null,0,0,0
1616099573995,436,Create User (signup),201,,Load Testing 1-57,text,true,,337,240,918,918,http://localhost:8082/users/create,436,0,0
1616099575017,21603,Login User,200,,Load Testing 1-57,text,true,,261,223,929,929,http://localhost:8082/users/login,21603,0,0
1616099573659,22962,User Controller,200,,Load Testing 1-563,,true,,598,463,928,928,null,0,0,0
1616099573743,1216,Create User (signup),201,,Load Testing 1-563,text,true,,337,240,1000,1000,http://localhost:8082/users/create,1216,0,46
1616099575017,21604,Login User,200,,Load Testing 1-563,text,true,,261,223,928,928,http://localhost:8082/users/login,21604,0,0
1616099573945,22705,User Controller,200,,Load Testing 1-132,,true,,598,463,927,927,null,0,0,0
1616099573946,401,Create User (signup),201,,Load Testing 1-132,text,true,,337,240,913,913,http://localhost:8082/users/create,401,0,1
1616099575017,21633,Login User,200,,Load Testing 1-132,text,true,,261,223,927,927,http://localhost:8082/users/login,21633,0,0
1616099574045,22638,User Controller,200,,Load Testing 1-35,,true,,598,463,926,926,null,0,0,0
1616099574047,431,Create User (signup),201,,Load Testing 1-35,text,true,,337,240,942,942,http://localhost:8082/users/create,431,0,0
1616099575017,21666,Login User,200,,Load Testing 1-35,text,true,,261,223,926,926,http://localhost:8082/users/login,21666,0,0
1616099573584,23126,User Controller,200,,Load Testing 1-500,,true,,597,463,925,925,null,0,0,0
1616099573749,1281,Create User (signup),201,,Load Testing 1-500,text,true,,336,240,1000,1000,http://localhost:8082/users/create,1281,0,66
